seed-corpus soak start 2026-06-16T17:15:09Z dur=28800s img=0.16.0 shape=certificate seeds=2 injector=none
00:22:20 iter=426 chain_txs=0 served=715 cert_tagged=359 cert_real=359 relay2_crit=0 relay2_restart=0 adv_restart=0
00:23:20 iter=427 chain_txs=0 served=715 cert_tagged=359 cert_real=359 relay2_crit=0 relay2_restart=0 adv_restart=0
00:24:21 iter=428 chain_txs=0 served=717 cert_tagged=360 cert_real=360 relay2_crit=0 relay2_restart=0 adv_restart=0
00:25:21 iter=429 chain_txs=0 served=719 cert_tagged=361 cert_real=361 relay2_crit=0 relay2_restart=0 adv_restart=0
00:26:21 iter=430 chain_txs=0 served=721 cert_tagged=362 cert_real=362 relay2_crit=0 relay2_restart=0 adv_restart=0
00:27:22 iter=431 chain_txs=0 served=723 cert_tagged=363 cert_real=363 relay2_crit=0 relay2_restart=0 adv_restart=0
00:28:22 iter=432 chain_txs=0 served=725 cert_tagged=364 cert_real=364 relay2_crit=0 relay2_restart=0 adv_restart=0
00:29:22 iter=433 chain_txs=0 served=725 cert_tagged=364 cert_real=364 relay2_crit=0 relay2_restart=0 adv_restart=0
00:30:23 iter=434 chain_txs=0 served=727 cert_tagged=365 cert_real=365 relay2_crit=0 relay2_restart=0 adv_restart=0
00:31:23 iter=435 chain_txs=0 served=729 cert_tagged=366 cert_real=366 relay2_crit=0 relay2_restart=0 adv_restart=0
00:32:23 iter=436 chain_txs=0 served=731 cert_tagged=367 cert_real=367 relay2_crit=0 relay2_restart=0 adv_restart=0
00:33:24 iter=437 chain_txs=0 served=733 cert_tagged=368 cert_real=368 relay2_crit=0 relay2_restart=0 adv_restart=0
00:34:24 iter=438 chain_txs=0 served=735 cert_tagged=369 cert_real=369 relay2_crit=0 relay2_restart=0 adv_restart=0
00:35:24 iter=439 chain_txs=0 served=735 cert_tagged=369 cert_real=369 relay2_crit=0 relay2_restart=0 adv_restart=0
00:36:24 iter=440 chain_txs=0 served=737 cert_tagged=370 cert_real=370 relay2_crit=0 relay2_restart=0 adv_restart=0
00:37:25 iter=441 chain_txs=0 served=739 cert_tagged=371 cert_real=371 relay2_crit=0 relay2_restart=0 adv_restart=0
00:38:25 iter=442 chain_txs=0 served=741 cert_tagged=372 cert_real=372 relay2_crit=0 relay2_restart=0 adv_restart=0
00:39:25 iter=443 chain_txs=0 served=743 cert_tagged=373 cert_real=373 relay2_crit=0 relay2_restart=0 adv_restart=0
00:40:26 iter=444 chain_txs=0 served=745 cert_tagged=374 cert_real=374 relay2_crit=0 relay2_restart=0 adv_restart=0
00:41:26 iter=445 chain_txs=0 served=747 cert_tagged=375 cert_real=375 relay2_crit=0 relay2_restart=0 adv_restart=0
00:42:26 iter=446 chain_txs=0 served=747 cert_tagged=375 cert_real=375 relay2_crit=0 relay2_restart=0 adv_restart=0
00:43:27 iter=447 chain_txs=0 served=749 cert_tagged=376 cert_real=376 relay2_crit=0 relay2_restart=0 adv_restart=0
00:44:27 iter=448 chain_txs=0 served=751 cert_tagged=377 cert_real=377 relay2_crit=0 relay2_restart=0 adv_restart=0
00:45:27 iter=449 chain_txs=0 served=753 cert_tagged=378 cert_real=378 relay2_crit=0 relay2_restart=0 adv_restart=0
00:46:28 iter=450 chain_txs=0 served=755 cert_tagged=379 cert_real=379 relay2_crit=0 relay2_restart=0 adv_restart=0
00:47:28 iter=451 chain_txs=0 served=757 cert_tagged=380 cert_real=380 relay2_crit=0 relay2_restart=0 adv_restart=0
00:48:28 iter=452 chain_txs=0 served=757 cert_tagged=380 cert_real=380 relay2_crit=0 relay2_restart=0 adv_restart=0
00:49:29 iter=453 chain_txs=0 served=759 cert_tagged=381 cert_real=381 relay2_crit=0 relay2_restart=0 adv_restart=0
00:50:29 iter=454 chain_txs=0 served=761 cert_tagged=382 cert_real=382 relay2_crit=0 relay2_restart=0 adv_restart=0
00:51:29 iter=455 chain_txs=0 served=763 cert_tagged=383 cert_real=383 relay2_crit=0 relay2_restart=0 adv_restart=0
00:52:30 iter=456 chain_txs=0 served=765 cert_tagged=384 cert_real=384 relay2_crit=0 relay2_restart=0 adv_restart=0
00:53:30 iter=457 chain_txs=0 served=767 cert_tagged=385 cert_real=385 relay2_crit=0 relay2_restart=0 adv_restart=0
00:54:30 iter=458 chain_txs=0 served=767 cert_tagged=385 cert_real=385 relay2_crit=0 relay2_restart=0 adv_restart=0
00:55:31 iter=459 chain_txs=0 served=769 cert_tagged=386 cert_real=386 relay2_crit=0 relay2_restart=0 adv_restart=0
00:56:31 iter=460 chain_txs=0 served=771 cert_tagged=387 cert_real=387 relay2_crit=0 relay2_restart=0 adv_restart=0
00:57:31 iter=461 chain_txs=0 served=773 cert_tagged=388 cert_real=388 relay2_crit=0 relay2_restart=0 adv_restart=0
00:58:31 iter=462 chain_txs=0 served=775 cert_tagged=389 cert_real=389 relay2_crit=0 relay2_restart=0 adv_restart=0
00:59:32 iter=463 chain_txs=0 served=777 cert_tagged=390 cert_real=390 relay2_crit=0 relay2_restart=0 adv_restart=0
01:00:32 iter=464 chain_txs=0 served=779 cert_tagged=391 cert_real=391 relay2_crit=0 relay2_restart=0 adv_restart=0
01:01:32 iter=465 chain_txs=0 served=779 cert_tagged=391 cert_real=391 relay2_crit=0 relay2_restart=0 adv_restart=0
01:02:33 iter=466 chain_txs=0 served=781 cert_tagged=392 cert_real=392 relay2_crit=0 relay2_restart=0 adv_restart=0
01:03:33 iter=467 chain_txs=0 served=783 cert_tagged=393 cert_real=393 relay2_crit=0 relay2_restart=0 adv_restart=0
01:04:33 iter=468 chain_txs=0 served=785 cert_tagged=394 cert_real=394 relay2_crit=0 relay2_restart=0 adv_restart=0
01:05:34 iter=469 chain_txs=0 served=787 cert_tagged=395 cert_real=395 relay2_crit=0 relay2_restart=0 adv_restart=0
01:06:34 iter=470 chain_txs=0 served=789 cert_tagged=396 cert_real=396 relay2_crit=0 relay2_restart=0 adv_restart=0
01:07:34 iter=471 chain_txs=0 served=789 cert_tagged=396 cert_real=396 relay2_crit=0 relay2_restart=0 adv_restart=0
01:08:35 iter=472 chain_txs=0 served=791 cert_tagged=397 cert_real=397 relay2_crit=0 relay2_restart=0 adv_restart=0
01:09:35 iter=473 chain_txs=0 served=793 cert_tagged=398 cert_real=398 relay2_crit=0 relay2_restart=0 adv_restart=0
01:10:35 iter=474 chain_txs=0 served=795 cert_tagged=399 cert_real=399 relay2_crit=0 relay2_restart=0 adv_restart=0
01:11:36 iter=475 chain_txs=0 served=797 cert_tagged=400 cert_real=400 relay2_crit=0 relay2_restart=0 adv_restart=0
01:12:36 iter=476 chain_txs=0 served=799 cert_tagged=401 cert_real=401 relay2_crit=0 relay2_restart=0 adv_restart=0
01:13:36 iter=477 chain_txs=0 served=799 cert_tagged=401 cert_real=401 relay2_crit=0 relay2_restart=0 adv_restart=0
01:14:37 iter=478 chain_txs=0 served=801 cert_tagged=402 cert_real=402 relay2_crit=0 relay2_restart=0 adv_restart=0
seed-corpus soak end 2026-06-17T01:15:37Z
